"canonical_form_id","court_type","catalogue_form_number","catalogue_official_title","catalogue_procedure_stage","research_status","research_reason","official_form_number","official_title","official_source_url","form_issuing_body","official_version_date","official_effective_from","checked_at","governing_authority_citation","governing_authority_pinpoint","procedural_applicability_status","source_http_status","resume_state","procedural_classification","minimum_new_form_applicability_fact"
"78946826-4c9a-4a4d-907b-3cda465d7869","small-claims","Form 20D","Affidavit for Writ of Seizure and Sale of Land","enforcement","ambiguous-official-identity","Official page form number matched, but the page title does not exactly match the catalogue title.","20D","Writ of Seizure and Sale of Land","https://ontariocourtforms.on.ca/en/rules-of-the-small-claims-court-forms/20d/","Ontario Ministry of the Attorney General, Ontario Court Services","May 1, 2025","Oct. 6, 2025","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","200","needs-manual-official-page-resolution","",""
"d4ded2bd-09c8-4957-877e-6996b0ee67c4","small-claims","Form 20D","Writ of Seizure and Sale of Land","enforcement","verified-catalogue-source","Official Ontario Court Forms page number and title match the active canonical catalogue record.","20D","Writ of Seizure and Sale of Land","https://ontariocourtforms.on.ca/en/rules-of-the-small-claims-court-forms/20d/","Ontario Ministry of the Attorney General, Ontario Court Services","May 1, 2025","Oct. 6, 2025","2026-08-11","","","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required.","200","complete-catalogue-provenance","insufficient-official-rule-support",""
"dfd7a248-6ff2-45c0-b300-4e3c7e71e23f","small-claims","Form 20E","Notice of Garnishment","enforcement","verified-catalogue-source","Official Ontario Court Forms page number and title match the active canonical catalogue record.","20E","Notice of Garnishment","https://ontariocourtforms.on.ca/en/rules-of-the-small-claims-court-forms/20e/","Ontario Ministry of the Attorney General, Ontario Court Services","Jan. 1, 2021","March 1, 2021","2026-08-11","","","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required.","200","complete-catalogue-provenance","insufficient-official-rule-support",""
"49b1171a-5a50-4067-9035-59c8626fade8","small-claims","Form 20E","Writ of Seizure and Sale of Land","enforcement","ambiguous-official-identity","Official page form number matched, but the page title does not exactly match the catalogue title.","20E","Notice of Garnishment","https://ontariocourtforms.on.ca/en/rules-of-the-small-claims-court-forms/20e/","Ontario Ministry of the Attorney General, Ontario Court Services","Jan. 1, 2021","March 1, 2021","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","200","needs-manual-official-page-resolution","",""
"7398efae-d96e-428e-bcd5-a8eddfdc1574","small-claims","Form 20E.1","Notice of Renewal of Garnishment","enforcement","verified-catalogue-source","Official Ontario Court Forms page number and title match the active canonical catalogue record.","20E.1","Notice of Renewal of Garnishment","https://ontariocourtforms.on.ca/en/rules-of-the-small-claims-court-forms/20e1/","Ontario Ministry of the Attorney General, Ontario Court Services","Jan. 1, 2021","March 1, 2021","2026-08-11","","","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required.","200","complete-catalogue-provenance","insufficient-official-rule-support",""
"29a85a4b-05bb-47e6-ac3a-75c9c614973c","small-claims","Form 20N","Request to Renew Writ of Seizure and Sale","enforcement","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/rules-of-the-small-claims-court-forms/20n/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"5ad2929b-c763-4f87-b0cf-cb062835b293","small-claims","Form 20N","Request to Renew Writ of Seizure and Sale .","enforcement","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/rules-of-the-small-claims-court-forms/20n/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"f059db48-516f-4342-b463-10a9122de6a2","small-claims","Form 20O","Direction to Enforce Writ of Seizure and Sale of Personal Property","enforcement","ambiguous-official-identity","Official page form number matched, but the page title does not exactly match the catalogue title.","20O","Direction to Enforce Writ of Seizure and Sale of Personal","https://ontariocourtforms.on.ca/en/rules-of-the-small-claims-court-forms/20o/","Ontario Ministry of the Attorney General, Ontario Court Services","Jan. 23, 2014","July 18, 2014","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","200","needs-manual-official-page-resolution","",""
"66684b2b-c031-488e-8e19-c0c4d40c4d6c","small-claims","Form 20P","Affidavit for Enforcement Request","enforcement","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/rules-of-the-small-claims-court-forms/20p/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"c90c79ac-0071-44d3-9d7e-8bbe60b424a2","small-claims","Form 20Q","Notice of Garnishment Hearing","enforcement","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/rules-of-the-small-claims-court-forms/20q/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"d30522f0-e648-4478-972e-5f6f671ef39b","small-claims","Form 20R","Notice of Termination of Garnishment","enforcement","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/rules-of-the-small-claims-court-forms/20r/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"d2b62ce9-208a-4c13-abb7-7df34339c2b5","small-claims","Form 20R","Notice of Termination of Garnishment - .","enforcement","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/rules-of-the-small-claims-court-forms/20r/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"e3c5b69e-4578-4c2d-91e8-c36cf3811001","small-claims","Form 4B","Affidavit (Motion for Payment Out of Court)","motion","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/rules-of-the-small-claims-court-forms/4b/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"b57f8c42-6816-4ef6-9ae3-6469b5d037ad","small-claims","Form 8B","Lawyer or Paralegalâ€™s Certificate of Service","already-started","ambiguous-official-identity","Multiple canonical IDs resolve to the same current official form page; survivor identity requires a separate canonical-ID repair review.","8B","Lawyer or Paralegalâ€™s Certificate of Service","https://ontariocourtforms.on.ca/en/rules-of-the-small-claims-court-forms/8b/","Ontario Ministry of the Attorney General, Ontario Court Services","Aug. 1, 2022","Jan. 30, 2023","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","200","needs-canonical-identity-resolution","",""
"7768bbfe-7dbd-47d7-b6ee-66b479e7282d","small-claims","Form 8B","Lawyer or Paralegalâ€™s Certificate of Service .","already-started","ambiguous-official-identity","Multiple canonical IDs resolve to the same current official form page; survivor identity requires a separate canonical-ID repair review.","8B","Lawyer or Paralegalâ€™s Certificate of Service","https://ontariocourtforms.on.ca/en/rules-of-the-small-claims-court-forms/8b/","Ontario Ministry of the Attorney General, Ontario Court Services","Aug. 1, 2022","Jan. 30, 2023","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","200","needs-canonical-identity-resolution","",""
